Nº/Série;Data de Emissão;CNPJ Emitente;Emitente;CNPJ Destinatário;Destinatário;Categoria;Subcategoria;Produto;Unid. Medida;Quantidade;Valor Unitário;Valor Total
2018/001;27/12/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
2003/001;14/12/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
2002/001;14/12/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
2001/001;14/12/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;1.00;2.49;2.49
2000/001;14/12/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1858/001;02/09/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1951/001;16/11/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1950/001;16/11/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;1.00;2.49;2.49
1949/001;16/11/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1943/001;16/11/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1913/001;20/10/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1912/001;20/10/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1911/001;20/10/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;1.00;2.49;2.49
1910/001;20/10/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1866/001;05/09/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
1865/001;05/09/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;1.00;2.49;2.49
1864/001;05/09/2022;09.382.927/0001-08;L. FLAVIA BANDEIRA DE AGUIAR - EPP;15.212.323/0001-16;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL MOLHITO 500ML;UN;2.00;2.49;4.98
3600/001;18/01/2023;34.252.067/0001-35;MAJON COMERCIAL DE ALIMENTOS EIRELI;12.609.678/0001-55;FUNDO MUN. DE ASSIS. SOCIAL DE SAO BENTO DO UNA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 500ML;UN;40.00;2.49;99.60
3599/001;18/01/2023;34.252.067/0001-35;MAJON COMERCIAL DE ALIMENTOS EIRELI;12.609.678/0001-55;FUNDO MUN. DE ASSIS. SOCIAL DE SAO BENTO DO UNA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 500ML;UN;40.00;2.49;99.60
3598/001;18/01/2023;34.252.067/0001-35;MAJON COMERCIAL DE ALIMENTOS EIRELI;08.960.773/0001-21;SAO BENTO DO UNA FUNDO MUNICIPAL DE SAUDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 500ML;UN;40.00;2.49;99.60
3597/001;18/01/2023;34.252.067/0001-35;MAJON COMERCIAL DE ALIMENTOS EIRELI;08.960.773/0001-21;SAO BENTO DO UNA FUNDO MUNICIPAL DE SAUDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 500ML;UN;50.00;2.49;124.50
3300/001;14/09/2022;34.252.067/0001-35;MAJON COMERCIAL DE ALIMENTOS EIRELI;08.960.773/0001-21;SAO BENTO DO UNA FUNDO MUNICIPAL DE SAUDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL PALMEIRON PET 500ML;UN;40.00;2.49;99.60
11017/000;09/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;20.00;2.47;49.40
11015/000;09/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;85.00;2.47;209.95
11013/000;09/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;28.00;2.47;69.16
11011/000;09/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;14.00;2.47;34.58
11009/000;09/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;150.00;2.47;370.50
11007/000;07/12/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;36.00;2.47;88.92
10987/000;16/11/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;200.00;2.47;494.00
10955/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;4.00;2.47;9.88
10954/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;24.00;2.47;59.28
10953/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;56.00;2.47;138.32
10952/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;32.00;2.47;79.04
10951/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;40.00;2.47;98.80
10950/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;202.00;2.47;498.94
10949/000;20/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;30.497.230/0001-79;FUNDO MUNICIPAL DE EDUC. DE STA C. DA BAIXA VERDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;927.00;2.47;2,289.69
10985/000;08/11/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;11.263.257/0001-52;FUNDO MUNICIPAL DE SAUDE DE JATOBA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;30.00;2.37;71.10
10945/000;19/10/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;460.00;2.18;1,002.80
10935/000;26/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;60.00;2.18;130.80
10933/000;26/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;400.00;2.18;872.00
10916/000;19/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;590.00;2.18;1,286.20
10903/000;12/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;60.00;2.18;130.80
10901/000;08/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;400.00;2.18;872.00
10891/000;01/09/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;09.159.378/0001-07;FUNDO MUNICPAL DE SAUDE DE BREJO DA MADRE DEUS/PE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;23.00;2.18;50.14
10870/000;24/08/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;18.00;2.18;39.24
10869/000;24/08/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;567.00;2.18;1,236.06
10868/000;24/08/2022;70.175.336/0001-70;Bonanca Produtos Alim. Cestas Basicas Ltda;10.091.528/0001-77;PREFEITURA MUNICIPAL DE BREJO DA MADRE DE DEUS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL  500ML;UN;15.00;2.18;32.70
289/001;06/12/2022;12.292.982/0001-11;JMS EMPREENDIMENTOS EIRELI;09.814.269/0001-86;FUNDO MUNICIPAL DE SAUDE DE NAZARE DA MATA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL;UN;15.00;2.15;32.25
290/001;30/11/2022;12.292.982/0001-11;JMS EMPREENDIMENTOS EIRELI;09.814.269/0001-86;FUNDO MUNICIPAL DE SAUDE DE NAZARE DA MATA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL;UN;15.00;2.15;32.25
251/001;29/08/2022;12.292.982/0001-11;JMS EMPREENDIMENTOS EIRELI;09.814.269/0001-86;FUNDO MUNICIPAL DE SAUDE DE NAZARE DA MATA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL;UN;5.00;2.15;10.75
250/001;29/08/2022;12.292.982/0001-11;JMS EMPREENDIMENTOS EIRELI;09.814.269/0001-86;FUNDO MUNICIPAL DE SAUDE DE NAZARE DA MATA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE DE ALCOOL;UN;10.00;2.15;21.50
17039/001;25/01/2023;04.159.635/0001-97;TRANSROCA COMERCIAL LTDA;11.196.515/0001-25;FUNDO MUNICIPAL DE SAUDE DE STA CRUZ DO CAPIBARIBE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;Vinagre de Alcool - 500ml;UN;80.00;2.14;171.20
16590/001;07/10/2022;04.159.635/0001-97;TRANSROCA COMERCIAL LTDA;11.196.515/0001-25;FUNDO MUNICIPAL DE SAUDE DE STA CRUZ DO CAPIBARIBE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;Vinagre de Alcool - 500ml;UN;50.00;2.14;107.00
16507/001;12/09/2022;04.159.635/0001-97;TRANSROCA COMERCIAL LTDA;11.196.515/0001-25;FUNDO MUNICIPAL DE SAUDE DE STA CRUZ DO CAPIBARIBE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;Vinagre de Alcool - 500ml;UN;200.00;2.14;428.00
15510/001;23/12/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;1.00;2.09;2.09
15480/001;16/12/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;6.00;2.09;12.54
15283/001;18/11/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;6.00;2.09;12.54
15278/001;18/11/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;4.00;2.09;8.36
15179/001;01/11/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;1.00;2.09;2.09
15152/001;28/10/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;1.00;2.09;2.09
15012/001;07/10/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;4.00;2.09;8.36
14955/001;28/09/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;6.00;2.09;12.54
14843/001;06/09/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;6.00;2.09;12.54
14828/001;02/09/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;4.00;2.09;8.36
14826/001;02/09/2022;09.617.964/0001-58;DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIR;11.433.190/0001-57;POLICIA MILITAR SDS;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22090000 - VINAGRES E SUCEDÂNEOS OBT.ÁC.ACÉTICO P/ALIM.;VINAGRE ALCOOL 500ML;UND;1.00;2.09;2.09
